50000, 0.012684
100000, 0.023537
150000, 0.031689
200000, 0.037535
250000, 0.032402
300000, 0.037051
350000, 0.043529
400000, 0.049942
450000, 0.056604
500000, 0.062865
550000, 0.069807
600000, 0.075946
650000, 0.087061
700000, 0.089379
750000, 0.096074
800000, 0.102684
850000, 0.109573
900000, 0.116084
950000, 0.122914
1000000, 0.129359
