5, 0.000006
10, 0.000004
15, 0.000005
20, 0.000006
25, 0.000007
30, 0.000010
35, 0.000012
40, 0.000022
45, 0.000014
50, 0.000016
55, 0.000018
60, 0.000020
65, 0.000022
70, 0.000033
75, 0.000024
80, 0.000026
85, 0.000025
90, 0.000029
95, 0.000041
100, 0.000035
105, 0.000042
110, 0.000033
115, 0.000036
120, 0.000037
125, 0.000041
130, 0.000040
135, 0.000043
140, 0.000044
145, 0.000056
150, 0.000059
155, 0.000050
160, 0.000050
165, 0.000054
170, 0.000054
175, 0.000057
180, 0.000082
185, 0.000060
190, 0.000082
195, 0.000046
200, 0.000062
205, 0.000068
210, 0.000085
215, 0.000081
220, 0.000087
225, 0.000095
230, 0.000110
235, 0.000112
240, 0.000120
245, 0.000099
250, 0.000127
255, 0.000089
260, 0.000094
265, 0.000097
270, 0.000099
275, 0.000101
280, 0.000085
285, 0.000075
290, 0.000076
295, 0.000078
300, 0.000079
305, 0.000080
310, 0.000081
315, 0.000084
320, 0.000084
325, 0.000087
330, 0.000087
335, 0.000089
340, 0.000091
345, 0.000092
350, 0.000094
355, 0.000096
360, 0.000097
365, 0.000097
370, 0.000099
375, 0.000100
380, 0.000101
385, 0.000102
390, 0.000105
395, 0.000144
400, 0.000108
405, 0.000110
410, 0.000112
415, 0.000113
420, 0.000115
425, 0.000116
430, 0.000116
435, 0.000134
440, 0.000118
445, 0.000119
450, 0.000121
455, 0.000126
460, 0.000131
465, 0.000135
470, 0.000127
475, 0.000129
480, 0.000129
485, 0.000131
490, 0.000133
495, 0.000134
500, 0.000136
505, 0.000137
510, 0.000138
515, 0.000140
520, 0.000141
525, 0.000142
530, 0.000145
535, 0.000147
540, 0.000171
545, 0.000205
550, 0.000172
555, 0.000145
560, 0.000147
565, 0.000147
570, 0.000148
575, 0.000149
580, 0.000165
585, 0.000163
590, 0.000163
595, 0.000169
600, 0.000166
605, 0.000167
610, 0.000169
615, 0.000177
620, 0.000189
625, 0.000173
630, 0.000174
635, 0.000174
640, 0.000175
645, 0.000175
650, 0.000180
655, 0.000181
660, 0.000184
665, 0.000206
670, 0.000178
675, 0.000182
680, 0.000179
685, 0.000181
690, 0.000183
695, 0.000183
700, 0.000184
705, 0.000186
710, 0.000188
715, 0.000188
720, 0.000189
725, 0.000190
730, 0.000190
735, 0.000193
740, 0.000193
745, 0.000198
750, 0.000197
755, 0.000199
760, 0.000199
765, 0.000200
770, 0.000209
775, 0.000205
780, 0.000205
785, 0.000209
790, 0.000209
795, 0.000212
800, 0.000214
805, 0.000217
810, 0.000220
815, 0.000218
820, 0.000220
825, 0.000221
830, 0.000222
835, 0.000224
840, 0.000225
845, 0.000227
850, 0.000228
855, 0.000230
860, 0.000252
865, 0.000233
870, 0.000233
875, 0.000236
880, 0.000236
885, 0.000239
890, 0.000239
895, 0.000242
900, 0.000241
905, 0.000265
910, 0.000256
915, 0.000247
920, 0.000270
925, 0.000293
930, 0.000255
935, 0.000259
940, 0.000268
945, 0.000241
950, 0.000243
955, 0.000243
960, 0.000247
965, 0.000247
970, 0.000248
975, 0.000251
980, 0.000251
985, 0.000253
990, 0.000254
995, 0.000255
1000, 0.000257
