50000, 0.008968
100000, 0.018083
150000, 0.025964
200000, 0.033744
250000, 0.043128
300000, 0.050661
350000, 0.062370
400000, 0.071855
450000, 0.078165
500000, 0.086811
550000, 0.095439
600000, 0.104421
650000, 0.113930
700000, 0.124192
750000, 0.133272
800000, 0.141765
850000, 0.151875
900000, 0.161264
950000, 0.170303
1000000, 0.179301
